1527445077.340000, Person0/eeg, 871.538461538, 867.106227106, 834.065934066, 811.904761905, nan, nan
1527445077.344000, Person0/eeg, 832.454212454, 833.663003663, 848.974358974, 805.860805861, nan, nan
1527445077.344000, Person0/eeg, 799.010989011, 836.886446886, 842.93040293, 859.853479853, nan, nan
1527445077.345000, Person0/eeg, 812.307692308, 867.509157509, 829.633699634, 851.391941392, nan, nan
1527445077.345000, Person0/eeg, 848.571428571, 869.523809524, 849.78021978, 799.010989011, nan, nan
1527445077.345000, Person0/eeg, 865.091575092, 860.659340659, 861.868131868, 804.652014652, nan, nan
1527445077.345000, Person0/eeg, 845.750915751, 870.32967033, 842.527472527, 863.47985348, nan, nan
1527445077.346000, Person0/eeg, 830.842490842, 878.388278388, 823.992673993, 879.597069597, nan, nan
1527445077.346000, Person0/eeg, 871.941391941, 889.267399267, 829.633699634, 841.721611722, nan, nan
1527445077.346000, Person0/eeg, 900.952380952, 884.432234432, 845.347985348, 824.395604396, nan, nan
1527445077.346000, Person0/eeg, 874.761904762, 873.956043956, 845.750915751, 870.32967033, nan, nan
1527445077.347000, Person0/eeg, 847.765567766, 874.761904762, 811.501831502, 893.6996337, nan, nan
1527445077.382000, Person0/eeg, 854.615384615, 859.047619048, 801.831501832, 840.915750916, nan, nan
1527445077.383000, Person0/eeg, 872.344322344, 836.080586081, 813.919413919, 815.531135531, nan, nan
1527445077.383000, Person0/eeg, 852.600732601, 839.706959707, 817.948717949, 834.871794872, nan, nan
1527445077.384000, Person0/eeg, 833.26007326, 891.282051282, 825.604395604, 877.179487179, nan, nan
1527445077.384000, Person0/eeg, 860.659340659, 908.608058608, 838.498168498, 878.388278388, nan, nan
1527445077.384000, Person0/eeg, 872.747252747, 882.417582418, 856.227106227, 819.56043956, nan, nan
1527445077.384000, Person0/eeg, 840.512820513, 848.974358974, 856.227106227, 810.695970696, nan, nan
1527445077.385000, Person0/eeg, 813.919413919, 855.421245421, 866.703296703, 868.717948718, nan, nan
1527445077.385000, Person0/eeg, 810.293040293, 852.197802198, 850.586080586, 868.717948718, nan, nan
1527445077.385000, Person0/eeg, 844.139194139, 855.824175824, 836.483516484, 809.487179487, nan, nan
1527445077.385000, Person0/eeg, 855.018315018, 875.970695971, 855.421245421, 804.652014652, nan, nan
1527445077.385000, Person0/eeg, 828.424908425, 870.32967033, 859.047619048, 863.47985348, nan, nan
1527445077.425000, Person0/eeg, 826.41025641, 870.32967033, 853.003663004, 894.102564103, nan, nan
1527445077.425000, Person0/eeg, 875.567765568, 860.659340659, 857.838827839, 884.432234432, nan, nan
1527445077.425000, Person0/eeg, 906.19047619, 857.435897436, 826.41025641, 861.868131868, nan, nan
1527445077.427000, Person0/eeg, 856.63003663, 852.600732601, 830.036630037, 869.926739927, nan, nan
1527445077.428000, Person0/eeg, 811.098901099, 822.783882784, 847.362637363, 883.626373626, nan, nan
1527445077.428000, Person0/eeg, 845.750915751, 840.915750916, 830.842490842, 862.271062271, nan, nan
1527445077.428000, Person0/eeg, 884.029304029, 867.106227106, 813.516483516, 842.93040293, nan, nan
1527445077.428000, Person0/eeg, 859.047619048, 880.0, 851.391941392, 857.838827839, nan, nan
1527445077.428000, Person0/eeg, 815.128205128, 880.402930403, 889.67032967, 888.864468864, nan, nan
1527445077.429000, Person0/eeg, 811.098901099, 862.271062271, 865.494505495, 870.732600733, nan, nan
1527445077.429000, Person0/eeg, 846.95970696, 850.586080586, 846.556776557, 806.666666667, nan, nan
1527445077.429000, Person0/eeg, 845.347985348, 844.542124542, 846.95970696, 806.666666667, nan, nan
1527445077.465000, Person0/eeg, 829.633699634, 841.318681319, 858.644688645, 888.058608059, nan, nan
1527445077.466000, Person0/eeg, 840.915750916, 837.289377289, 847.765567766, 902.967032967, nan, nan
1527445077.466000, Person0/eeg, 853.80952381, 826.813186813, 825.604395604, 827.216117216, nan, nan
1527445077.466000, Person0/eeg, 846.556776557, 808.681318681, 815.531135531, 788.131868132, nan, nan
1527445077.467000, Person0/eeg, 824.798534799, 830.036630037, 841.721611722, 837.692307692, nan, nan
1527445077.467000, Person0/eeg, 822.380952381, 877.179487179, 864.688644689, 894.908424908, nan, nan
1527445077.467000, Person0/eeg, 865.091575092, 888.058608059, 848.571428571, 868.315018315, nan, nan
1527445077.468000, Person0/eeg, 892.087912088, 869.926739927, 827.216117216, 831.245421245, nan, nan
1527445077.468000, Person0/eeg, 845.347985348, 849.78021978, 831.648351648, 848.571428571, nan, nan
1527445077.468000, Person0/eeg, 803.04029304, 847.765567766, 846.95970696, 877.582417582, nan, nan
1527445077.468000, Person0/eeg, 809.487179487, 851.391941392, 844.542124542, 823.992673993, nan, nan
1527445077.468000, Person0/eeg, 863.47985348, 818.351648352, 845.347985348, 798.608058608, nan, nan
1527445077.507000, Person0/eeg, 880.805860806, 813.113553114, 845.750915751, 864.285714286, nan, nan
1527445077.507000, Person0/eeg, 832.454212454, 853.003663004, 829.230769231, 891.684981685, nan, nan
1527445077.507000, Person0/eeg, 816.73992674, 870.32967033, 856.227106227, 844.139194139, nan, nan
1527445077.508000, Person0/eeg, 859.047619048, 853.80952381, 869.120879121, 800.622710623, nan, nan
1527445077.508000, Person0/eeg, 867.509157509, 840.915750916, 853.406593407, 805.860805861, nan, nan
1527445077.510000, Person0/eeg, 844.542124542, 867.509157509, 875.970695971, 864.688644689, nan, nan
1527445077.510000, Person0/eeg, 841.318681319, 867.509157509, 869.523809524, 896.117216117, nan, nan
1527445077.511000, Person0/eeg, 859.853479853, 851.794871795, 840.10989011, 826.007326007, nan, nan
