1527380383.377000, Person0/drlref, 1692307.69231, 1697142.85714
1527380383.413000, Person0/drlref, 1692307.69231, 1697142.85714
1527380383.413000, Person0/drlref, 1692307.69231, 1697142.85714
1527380383.413000, Person0/drlref, 1692307.69231, 1697142.85714
1527380383.413000, Person0/drlref, 1692307.69231, 1697142.85714
1527380383.413000, Person0/drlref, 1692307.69231, 1697142.85714
1527380383.413000, Person0/gyro, -1.12899780273, 2.43743896484, 4.2692565918
1527380383.413000, Person0/gyro, -1.24114990234, 2.28042602539, 4.0673828125
1527380383.413000, Person0/gyro, -1.09909057617, 2.27294921875, 4.00009155273
1527380383.413000, Person0/acc, 0.048583984375, 0.2041015625, 0.952026367188
1527380383.413000, Person0/acc, 0.0496215820312, 0.206604003906, 0.9482421875
1527380383.413000, Person0/acc, 0.052734375, 0.208862304688, 0.948059082031
1527380383.413000, Person0/notch_filtered_eeg, 882.856682628, 861.381481482, 904.641000459, 875.820771831
1527380383.413000, Person0/eeg, 804.652014652, 860.256410256, 878.791208791, 795.787545788, nan, nan
1527380383.413000, Person0/notch_filtered_eeg, 853.967767948, 759.234355572, 873.880634586, 834.9794166
1527380383.414000, Person0/eeg, 847.765567766, 895.714285714, 839.304029304, 769.597069597, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 833.027845547, 823.083849988, 846.566404907, 815.971345701
1527380383.414000, Person0/eeg, 850.989010989, 842.93040293, 769.597069597, 798.608058608, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 815.926337062, 900.503646599, 861.755783781, 783.061402962
1527380383.414000, Person0/eeg, 824.798534799, 864.285714286, 800.622710623, 820.366300366, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 813.402218102, 854.25732406, 811.056982023, 770.970257807
1527380383.414000, Person0/eeg, 844.945054945, 876.776556777, 867.509157509, 824.395604396, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 834.410000842, 863.78848116, 790.582427106, 778.557643272
1527380383.414000, Person0/eeg, 888.058608059, 850.989010989, 901.758241758, 796.19047619, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 864.668975697, 884.184809532, 824.653100853, 806.574455977
1527380383.414000, Person0/eeg, 861.062271062, 818.351648352, 858.241758242, 757.912087912, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 877.053038312, 833.653814484, 874.27797885, 825.027527113
1527380383.414000, Person0/eeg, 786.923076923, 802.637362637, 811.098901099, 761.135531136, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 863.747164624, 813.940306032, 888.22107859, 803.358755329
1527380383.414000, Person0/eeg, 807.472527473, 855.018315018, 835.274725275, 803.04029304, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 828.340566608, 827.907519146, 858.379351408, 781.222292202
1527380383.414000, Person0/eeg, 902.564102564, 884.432234432, 854.212454212, 854.212454212, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 825.566272928, 850.027460774, 854.305144314, 781.925468829
1527380383.414000, Person0/eeg, 938.827838828, 855.421245421, 875.164835165, 859.047619048, nan, nan
1527380383.414000, Person0/notch_filtered_eeg, 866.270671592, 861.626529122, 826.755400906, 834.508445244
1527380383.414000, Person0/eeg, 898.534798535, 853.003663004, 863.47985348, 879.194139194, nan, nan
1527380383.427000, Person0/notch_filtered_eeg, 888.587838409, 865.684212433, 834.898406316, 866.485495738
1527380383.428000, Person0/eeg, 822.783882784, 882.417582418, 870.32967033, 869.523809524, nan, nan
1527380383.428000, Person0/elements/blink, 0
1527380383.428000, Person0/elements/jaw_clench, 0
1527380383.428000, Person0/elements/touching_forehead, 1
1527380383.428000, Person0/elements/alpha_absolute, 1.7394500685, -0.649804833171, 0.198418420146, 0.0
1527380383.428000, Person0/elements/beta_absolute, 0.674659883474, 0.858409122384, 1.08011582406, 0.0
1527380383.429000, Person0/elements/delta_absolute, 1.39822842479, 0.660683029066, 0.245189161239, 0.0
1527380383.429000, Person0/elements/theta_absolute, 1.44330289967, -0.870369312087, 0.257439237545, 0.0
1527380383.429000, Person0/elements/gamma_absolute, 0.677599647769, 0.308020983812, 1.0769748483, 0.0
1527380383.429000, Person0/elements/alpha_relative, 0.468532304073, 0.0157870066412, 0.0542435859802, nan
1527380383.429000, Person0/elements/beta_relative, 0.0403598324556, 0.508760923781, 0.413091060212, nan
1527380383.429000, Person0/elements/delta_relative, 0.213559008568, 0.322691595164, 0.0604114324425, nan
1527380383.429000, Person0/elements/theta_relative, 0.236914897688, 0.00950025609897, 0.0621397082537, nan
1527380383.430000, Person0/elements/gamma_relative, 0.0406339572163, 0.143260218315, 0.410114213112, nan
1527380383.430000, Person0/elements/alpha_session_score, 0.990476190476, 0.0, 0.0, 0.0
1527380383.430000, Person0/elements/beta_session_score, 0.0, 0.243243243243, 0.6, 0.0
1527380383.430000, Person0/elements/delta_session_score, 1.0, 0.728070175439, 0.318965517241, 0.0
1527380383.430000, Person0/elements/theta_session_score, 0.933333333333, 0.0, 0.378378378378, 0.0
1527380383.430000, Person0/elements/gamma_session_score, 0.318181818182, 0.0, 0.959183673469, 0.0
1527380383.432000, Person0/elements/is_good, 0.0, 0.0, 0.0, 0.0
1527380383.432000, Person0/elements/horseshoe, 2.0, 1.0, 1.0, 2.0
1527380383.433000, Person0/notch_filtered_eeg, 904.724754759, 873.349724434, 862.51748278, 888.378650649
1527380383.433000, Person0/eeg, 805.054945055, 849.78021978, 865.494505495, 810.695970696, nan, nan
1527380383.433000, Person0/notch_filtered_eeg, 889.641865086, 874.87990335, 889.478333315, 899.425000349
1527380383.433000, Person0/eeg, 855.824175824, 804.249084249, 833.663003663, 824.798534799, nan, nan
1527380383.433000, Person0/notch_filtered_eeg, 816.036810815, 826.803756386, 886.410667485, 824.66452976
1527380383.433000, Person0/eeg, 836.080586081, 808.681318681, 832.454212454, 838.901098901, nan, nan
1527380383.433000, Person0/notch_filtered_eeg, 778.510576482, 783.066781006, 846.120162293, 788.69631393
1527380383.433000, Person0/eeg, 767.985347985, 800.21978022, 866.703296703, 822.783882784, nan, nan
1527380383.433000, Person0/notch_filtered_eeg, 795.457003488, 809.998383921, 832.606832197, 821.08609956
1527380383.433000, Person0/eeg, 800.21978022, 794.981684982, 904.578754579, 856.63003663, nan, nan
