0,1527380652.644, Person0/eeg,844.945054945,844.542124542,843.333333333,843.333333333
1,1527380652.644, Person0/eeg,853.0036630039999,844.945054945,840.5128205130001,832.051282051
2,1527380652.644, Person0/eeg,852.197802198,844.945054945,841.3186813189999,832.454212454
3,1527380652.645, Person0/eeg,843.333333333,842.93040293,843.333333333,846.1538461539999
4,1527380652.645, Person0/eeg,847.7655677660001,842.527472527,842.527472527,850.9890109889999
5,1527380652.645, Person0/eeg,860.2564102560001,844.945054945,842.124542125,837.692307692
6,1527380652.646, Person0/eeg,858.241758242,844.542124542,842.93040293,833.26007326
7,1527380652.646, Person0/eeg,844.945054945,844.139194139,845.3479853480001,844.542124542
8,1527380652.646, Person0/eeg,844.139194139,845.3479853480001,845.3479853480001,850.1831501830001
9,1527380652.646, Person0/eeg,853.0036630039999,844.542124542,845.7509157510001,841.7216117219999
10,1527380652.646, Person0/eeg,852.197802198,844.542124542,846.1538461539999,836.4835164839999
11,1527380652.647, Person0/eeg,843.7362637360001,844.542124542,843.7362637360001,842.527472527
12,1527380652.686, Person0/eeg,841.7216117219999,845.3479853480001,842.527472527,848.5714285710001
13,1527380652.687, Person0/eeg,850.1831501830001,848.168498168,842.124542125,845.7509157510001
14,1527380652.688, Person0/eeg,859.047619048,849.377289377,839.304029304,839.304029304
15,1527380652.688, Person0/eeg,856.2271062269999,849.377289377,839.706959707,845.3479853480001
16,1527380652.689, Person0/eeg,844.542124542,849.78021978,842.124542125,851.3919413919999
17,1527380652.689, Person0/eeg,846.1538461539999,846.95970696,842.93040293,847.362637363
18,1527380652.69, Person0/eeg,857.032967033,845.3479853480001,843.333333333,840.5128205130001
19,1527380652.69, Person0/eeg,856.63003663,846.95970696,844.139194139,843.7362637360001
20,1527380652.69, Person0/eeg,847.7655677660001,845.7509157510001,846.95970696,846.1538461539999
21,1527380652.691, Person0/eeg,844.542124542,846.1538461539999,847.7655677660001,842.93040293
22,1527380652.691, Person0/eeg,852.197802198,848.168498168,846.5567765569999,839.304029304
23,1527380652.691, Person0/eeg,856.63003663,847.362637363,846.95970696,839.304029304
24,1527380652.727, Person0/eeg,845.3479853480001,846.95970696,847.7655677660001,847.7655677660001
25,1527380652.732, Person0/eeg,838.095238095,848.5714285710001,847.7655677660001,848.5714285710001
26,1527380652.732, Person0/eeg,847.7655677660001,847.362637363,848.5714285710001,842.124542125
27,1527380652.732, Person0/eeg,857.435897436,846.95970696,849.377289377,841.3186813189999
28,1527380652.732, Person0/eeg,853.80952381,848.168498168,849.78021978,848.5714285710001
29,1527380652.733, Person0/eeg,842.124542125,847.7655677660001,850.1831501830001,850.5860805860001
30,1527380652.733, Person0/eeg,846.95970696,848.168498168,850.5860805860001,843.333333333
31,1527380652.733, Person0/eeg,860.6593406589999,847.362637363,850.1831501830001,835.6776556780001
32,1527380652.733, Person0/eeg,854.212454212,848.5714285710001,849.377289377,838.9010989010001
33,1527380652.734, Person0/eeg,848.5714285710001,852.600732601,849.377289377,849.377289377
34,1527380652.734, Person0/eeg,854.615384615,851.794871795,848.974358974,850.1831501830001
35,1527380652.734, Person0/eeg,864.285714286,850.5860805860001,849.78021978,843.7362637360001
36,1527380652.768, Person0/eeg,858.644688645,850.9890109889999,849.78021978,842.124542125
37,1527380652.769, Person0/eeg,848.974358974,850.9890109889999,849.78021978,848.974358974
38,1527380652.769, Person0/eeg,848.974358974,850.1831501830001,849.78021978,852.600732601
39,1527380652.769, Person0/eeg,857.032967033,848.974358974,848.974358974,844.542124542
40,1527380652.769, Person0/eeg,858.644688645,849.78021978,846.5567765569999,838.498168498
41,1527380652.77, Person0/eeg,853.406593407,849.78021978,844.542124542,851.3919413919999
42,1527380652.77, Person0/eeg,853.0036630039999,848.974358974,844.542124542,857.8388278389999
43,1527380652.77, Person0/eeg,860.2564102560001,850.1831501830001,845.3479853480001,848.5714285710001
44,1527380652.77, Person0/eeg,865.8974358969999,850.1831501830001,847.362637363,846.1538461539999
45,1527380652.77, Person0/eeg,859.047619048,849.377289377,848.5714285710001,852.197802198
46,1527380652.771, Person0/eeg,852.600732601,850.9890109889999,848.974358974,855.8241758239999
47,1527380652.771, Person0/eeg,857.435897436,853.0036630039999,848.5714285710001,849.78021978
48,1527380652.811, Person0/eeg,861.0622710619999,854.212454212,848.974358974,840.9157509160001
49,1527380652.811, Person0/eeg,852.197802198,855.0183150180001,848.974358974,840.10989011
