1527460386.510000, Person0/eeg, 798.205128205, 850.989010989, 819.963369963, 1142.71062271, nan, nan
1527460386.511000, Person0/eeg, 772.417582418, 859.853479853, 841.318681319, 1353.44322344, nan, nan
1527460386.511000, Person0/eeg, 873.15018315, 853.003663004, 857.032967033, 745.824175824, nan, nan
1527460386.511000, Person0/eeg, 949.304029304, 853.406593407, 844.945054945, 255.457875458, nan, nan
1527460386.512000, Person0/eeg, 863.47985348, 865.091575092, 827.216117216, 971.465201465, nan, nan
1527460386.512000, Person0/eeg, 779.267399267, 872.747252747, 842.93040293, 1395.34798535, nan, nan
1527460386.512000, Person0/eeg, 820.366300366, 863.882783883, 849.377289377, 930.769230769, nan, nan
1527460386.513000, Person0/eeg, 922.307692308, 848.974358974, 827.216117216, 222.820512821, nan, nan
1527460386.513000, Person0/eeg, 883.223443223, 861.868131868, 833.663003663, 721.648351648, nan, nan
1527460386.513000, Person0/eeg, 794.981684982, 875.164835165, 835.677655678, 1381.64835165, nan, nan
1527460386.513000, Person0/eeg, 812.710622711, 869.523809524, 821.172161172, 1138.68131868, nan, nan
1527460386.513000, Person0/eeg, 927.948717949, 862.271062271, 799.816849817, 330.0, nan, nan
1527460386.552000, Person0/eeg, 917.875457875, 869.523809524, 784.505494505, 464.578754579, nan, nan
1527460386.557000, Person0/eeg, 814.725274725, 878.791208791, 811.904761905, 1299.45054945, nan, nan
1527460386.557000, Person0/eeg, 817.948717949, 872.747252747, 837.289377289, 1316.37362637, nan, nan
1527460386.557000, Person0/eeg, 910.21978022, 864.285714286, 824.395604396, 579.413919414, nan, nan
1527460386.557000, Person0/eeg, 946.886446886, 857.435897436, 814.725274725, 293.736263736, nan, nan
1527460386.558000, Person0/eeg, 867.106227106, 864.688644689, 838.498168498, 1125.78754579, nan, nan
1527460386.558000, Person0/eeg, 823.186813187, 873.15018315, 830.036630037, 1414.68864469, nan, nan
1527460386.558000, Person0/eeg, 873.956043956, 881.208791209, 798.205128205, 787.728937729, nan, nan
1527460386.559000, Person0/eeg, 944.871794872, 884.029304029, 810.695970696, 195.421245421, nan, nan
1527460386.559000, Person0/eeg, 869.926739927, 870.732600733, 843.333333333, 871.941391941, nan, nan
1527460386.559000, Person0/eeg, 816.73992674, 867.912087912, 860.659340659, 1411.86813187, nan, nan
1527460386.559000, Person0/eeg, 873.956043956, 870.732600733, 844.542124542, 1031.5018315, nan, nan
1527460386.599000, Person0/eeg, 959.78021978, 884.432234432, 817.142857143, 253.443223443, nan, nan
1527460386.600000, Person0/eeg, 899.340659341, 884.835164835, 831.245421245, 645.494505495, nan, nan
1527460386.601000, Person0/eeg, 801.025641026, 869.523809524, 841.318681319, 1370.36630037, nan, nan
1527460386.601000, Person0/eeg, 827.619047619, 857.032967033, 832.857142857, 1217.65567766, nan, nan
1527460386.602000, Person0/eeg, 916.263736264, 854.212454212, 825.201465201, 395.677655678, nan, nan
1527460386.603000, Person0/eeg, 905.787545788, 855.824175824, 819.963369963, 385.201465201, nan, nan
1527460386.604000, Person0/eeg, 822.380952381, 870.732600733, 840.915750916, 1231.35531136, nan, nan
1527460386.605000, Person0/eeg, 811.501831502, 870.32967033, 861.062271062, 1343.36996337, nan, nan
1527460386.606000, Person0/eeg, 892.893772894, 861.465201465, 845.347985348, 630.586080586, nan, nan
1527460386.606000, Person0/eeg, 931.978021978, 861.062271062, 825.604395604, 256.666666667, nan, nan
1527460386.607000, Person0/eeg, 829.633699634, 855.421245421, 833.663003663, 1041.97802198, nan, nan
1527460386.608000, Person0/eeg, 793.36996337, 854.615384615, 839.706959707, 1388.0952381, nan, nan
1527460386.638000, Person0/eeg, 874.358974359, 859.047619048, 834.871794872, 852.197802198, nan, nan
1527460386.639000, Person0/eeg, 958.168498168, 866.3003663, 831.648351648, 196.227106227, nan, nan
1527460386.639000, Person0/eeg, 885.238095238, 865.494505495, 856.227106227, 828.827838828, nan, nan
1527460386.642000, Person0/eeg, 816.336996337, 858.241758242, 862.673992674, 1434.02930403, nan, nan
1527460386.642000, Person0/eeg, 854.615384615, 855.018315018, 835.677655678, 1091.13553114, nan, nan
1527460386.642000, Person0/eeg, 941.245421245, 867.912087912, 847.362637363, 290.915750916, nan, nan
1527460386.643000, Person0/eeg, 907.802197802, 863.47985348, 859.853479853, 588.681318681, nan, nan
1527460386.643000, Person0/eeg, 796.19047619, 830.43956044, 840.10989011, 1334.1025641, nan, nan
1527460386.644000, Person0/eeg, 781.684981685, 836.886446886, 839.706959707, 1215.23809524, nan, nan
1527460386.644000, Person0/eeg, 879.597069597, 861.465201465, 838.498168498, 427.912087912, nan, nan
1527460386.644000, Person0/eeg, 899.743589744, 856.63003663, 836.080586081, 342.893772894, nan, nan
1527460386.644000, Person0/eeg, 799.413919414, 850.183150183, 846.556776557, 1187.03296703, nan, nan
1527460386.701000, Person0/eeg, 798.205128205, 860.659340659, 845.750915751, 1369.15750916, nan, nan
1527460386.701000, Person0/eeg, 888.058608059, 861.868131868, 819.56043956, 693.04029304, nan, nan
1527460386.702000, Person0/eeg, 918.278388278, 855.421245421, 818.351648352, 227.252747253, nan, nan
1527460386.702000, Person0/eeg, 809.487179487, 844.139194139, 859.853479853, 991.611721612, nan, nan
1527460386.702000, Person0/eeg, 774.029304029, 846.95970696, 886.446886447, 1398.97435897, nan, nan
1527460386.702000, Person0/eeg, 867.509157509, 847.765567766, 857.435897436, 912.234432234, nan, nan
1527460386.702000, Person0/eeg, 960.586080586, 857.838827839, 824.395604396, 217.985347985, nan, nan
